Nom, Kingdom, Division
Danthonia, Plantae, Angiosperms
Paradexiospira, Animalia, Mollusca
Lonchophylla, Animalia, Chordata
Pyrrhia, Animalia, Arthropoda
Fomitopsis, Fungi, Basidiomycota
Adoxophyes, Animalia, Arthropoda
Protoreaster, Animalia, Echinodermata
Neverita, Animalia, Mollusca
Linanthus, Plantae, Angiosperms
Septoria, Fungi, Ascomycota
Jamesoniella, Plantae, Bryophyta
Chaerephon, Animalia, Chordata
Galinsoga, Plantae, Angiosperms
Cyprinella, Animalia, Chordata
Grandisonia, Animalia, Chordata
Nycteris, Animalia, Chordata
Anemia, Plantae, Pteridophyta
Lutra, Animalia, Chordata
Mystacides, Animalia, Arthropoda
Phyllocrania, Animalia, Arthropoda
Remiz, Animalia, Chordata
Trachyphyllia, Animalia, Cnidaria
Anicla, Animalia, Arthropoda
Pareutropius, Animalia, Chordata
Amblyomma, Animalia, Arthropoda
Phyla, Animalia, Chordata
Bugeranus, Animalia, Chordata
Acalymma, Animalia, Arthropoda
Polyorchis, Animalia, Cnidaria
Antechinus, Animalia, Chordata
Katria, Plantae, Angiosperms
Sequoia, Plantae, Pinophyta
Amblysomus, Animalia, Chordata
Chaenomugil, Animalia, Chordata
Fusconaia, Animalia, Mollusca
Huso, Animalia, Chordata
Zenion, Animalia, Chordata
Lepidozamia, Plantae, Cycadophyta
Proboscidea, Plantae, Angiosperms
Styrax, Plantae, Angiosperms
Tityus, Animalia, Arthropoda
Rusa, Animalia, Chordata
Ctenodactylus, Animalia, Chordata
Polyides, Animalia, Rhodophyta
Sphinx, Animalia, Arthropoda
Anomalops, Animalia, Chordata
Sphaerobolus, Fungi, Ascomycota
Zapteryx, Animalia, Chordata
Skeletonema, Protista, Heterokontophyta
Membranipora, Animalia, Bryozoa
Gopherus, Animalia, Chordata
Cliona, Animalia, Porifera
Erucastrum, Plantae, Angiosperms
Triplochiton, Plantae, Angiosperms
Gasterosteus, Animalia, Chordata
Pezoporus, Animalia, Chordata
Ectyoplasia, Animalia, Chordata
Diplazon, Animalia, Arthropoda
Cryptomys, Animalia, Chordata
Apicomplexa, Protista, Apicomplexa
Myobatrachus, Animalia, Chordata
Protopolybia, Animalia, Arthropoda
Phycis, Animalia, Chordata
Cricetomys, Animalia, Chordata
Crataerina, Animalia, Arthropoda
Xerospermophilus, Animalia, Chordata
Acanthoscurria, Animalia, Arthropoda
Tauraco, Animalia, Chordata
Telestes, Animalia, Chordata
Alectis, Animalia, Chordata
Lacerta, Animalia, Chordata
Franklinothrips, Animalia, Arthropoda
Oreichthys, Animalia, Chordata
Heterodactyla, Animalia, Arthropoda
Heliothis, Animalia, Arthropoda
Iotaphora, Animalia, Arthropoda
Iotyrris, Animalia, Arthropoda
Stigmatoteuthis, Animalia, Mollusca
Asterales, Plantae, Angiosperms
Eunicea, Animalia, Cnidaria
Eustoma, Plantae, Angiosperms
Parotomys, Animalia, Chordata
Blattella, Animalia, Arthropoda
Rangifer, Animalia, Chordata
Taeniurops, Animalia, Chordata
Cariama, Animalia, Chordata
Datura, Plantae, Angiosperms
Diretmoides, Animalia, Arthropoda
Aethusa, Plantae, Angiosperms
Colubrina, Plantae, Angiosperms
Lentinula, Fungi, Basidiomycota
Rudbeckia, Plantae, Angiosperms
Guaruba, Animalia, Chordata
Dendroxena, Animalia, Arthropoda
Rhagonycha, Animalia, Arthropoda
Tropaeolum, Plantae, Angiosperms
Macrocallista, Animalia, Mollusca
Lonchitis, Plantae, Angiosperms
Babakina, Animalia, Chordata
Pithecopus, Animalia, Chordata
Brachidontes, Animalia, Mollusca
Corynorhinus, Animalia, Chordata
Phyllopezus, Animalia, Chordata
Bebbia, Plantae, Angiosperms
Haemulon, Animalia, Chordata
Polydora, Animalia, Annelida
Pelegrina, Animalia, Arthropoda
Andalgalomys, Animalia, Chordata
Mythimna, Animalia, Arthropoda
Galemys, Animalia, Chordata
Neoceratitis, Animalia, Arthropoda
Contopus, Animalia, Chordata
Chersonesometrus, Animalia, Arthropoda
Diaemus, Animalia, Chordata
Petromyces, Fungi, Ascomycota
Wadicosa, Animalia, Arthropoda
Monophyllus, Animalia, Chordata
Leucopsar, Animalia, Chordata
Pooecetes, Animalia, Chordata
Pomatoschistus, Animalia, Chordata
Ophiderma, Animalia, Arthropoda
Heterometrus, Animalia, Arthropoda
Gelasimus, Animalia, Arthropoda
Molossus, Animalia, Chordata
Chiococca, Plantae, Angiosperms
Bouvardia, Plantae, Angiosperms
Pocillopora, Animalia, Cnidaria
Aureobasidium, Fungi, Basidiomycota
Lasius, Animalia, Arthropoda
Thysanoteuthis, Animalia, Mollusca
Metatheria, Animalia, Chordata
Paludella, Animalia, Mollusca
Chroicocephalus, Animalia, Chordata
Ornithomya, Animalia, Arthropoda
Aplysia, Animalia, Mollusca
Melampitta, Animalia, Chordata
Hippotion, Animalia, Arthropoda
Episcopomantis, Animalia, Arthropoda
Neosalanx, Animalia, Chordata
Rheinardia, Animalia, Chordata
Leiurus, Animalia, Arthropoda
Sogatella, Animalia, Arthropoda
Gelochelidon, Animalia, Chordata
Spalax, Animalia, Chordata
Jasminum, Plantae, Angiosperms
Coptis, Plantae, Angiosperms
Heremites, Animalia, Arthropoda
Calanus, Animalia, Arthropoda
Fugleria, Animalia, Arthropoda
Osmundaria, Plantae, Angiosperms
Pyrrhocoris, Animalia, Arthropoda
Ctenotus, Animalia, Chordata
Polites, Animalia, Arthropoda
Coriandrum, Plantae, Angiosperms
Poecilus, Animalia, Arthropoda
Anthurium, Plantae, Angiosperms
Kladothrips, Animalia, Arthropoda
Erebia, Animalia, Arthropoda
Bothriechis, Animalia, Chordata
Doryteuthis, Animalia, Mollusca
Oxytenis, Animalia, Chordata
Meccus, Animalia, Chordata
Baeckea, Plantae, Angiosperms
Pluvianellus, Animalia, Chordata
Deparia, Plantae, Pteridophyta
Arctica, Animalia, Mollusca
Cemophora, Animalia, Chordata
Nycticorax, Animalia, Chordata
Cephenemyia, Animalia, Arthropoda
Selenotypus, Animalia, Arthropoda
Adineta, Animalia, Tardigrada
Hampea, Plantae, Angiosperms
Goniopora, Animalia, Cnidaria
Carcharodon, Animalia, Chordata
Emilia, Plantae, Angiosperms
Trifolium, Plantae, Angiosperms
Isoodon, Animalia, Chordata
Stylosanthes, Plantae, Angiosperms
Dosidicus, Animalia, Mollusca
Microcebus, Animalia, Chordata
Paramisgurnus, Animalia, Chordata
Spalacopus, Animalia, Chordata
Triplostephanus, Animalia, Chordata
Limnochromis, Animalia, Chordata
Bostrychia, Plantae, Angiosperms
Cressa, Plantae, Angiosperms
Percus, Animalia, Chordata
Cychramus, Animalia, Chordata
Solenodon, Animalia, Chordata
Ammotragus, Animalia, Chordata
Tegula, Animalia, Mollusca
Brownea, Plantae, Angiosperms
Lippia, Plantae, Angiosperms
Aphidoletes, Animalia, Arthropoda
Orthochirus, Animalia, Arthropoda
Procapra, Animalia, Chordata
Thalpomys, Animalia, Chordata
Hylomyscus, Animalia, Chordata
Beringraja, Animalia, Chordata
Tritrichomonas, Protista, Parabasalia
Tremella, Fungi, Basidiomycota
Nasalis, Animalia, Chordata
Micropogonias, Animalia, Chordata
Calendula, Plantae, Angiosperms
Crax, Animalia, Chordata
Lycodonomorphus, Animalia, Chordata
Hippeastrum, Plantae, Angiosperms
Microcanthus, Animalia, Arthropoda
Laccaria, Fungi, Basidiomycota
Tylosurus, Animalia, Chordata
Lissotriton, Animalia, Chordata
Cyanolanius, Animalia, Chordata
Brodiaea, Plantae, Angiosperms
Baiomys, Animalia, Chordata
Patella, Animalia, Mollusca
Neohyperdermium, Animalia, Arthropoda
Pterocladia, Plantae, Rhodophyta
Trinomys, Animalia, Chordata
Spicara, Animalia, Chordata
Thraupis, Animalia, Chordata
Lampanyctus, Animalia, Chordata
Eurydema, Animalia, Arthropoda
Malacoraja, Animalia, Chordata
Dasysyrphus, Animalia, Arthropoda
Sapria, Plantae, Angiosperms
Pseudobranchus, Animalia, Chordata
Miramella, Animalia, Arthropoda
Cordyceps, Fungi, Ascomycota
Thermothelomyces, Fungi, Ascomycota
Erythranthe, Plantae, Angiosperms
Galerina, Fungi, Basidiomycota
Lepeophtheirus, Animalia, Arthropoda
Plectropomus, Animalia, Chordata
Rapana, Animalia, Mollusca
Melia, Plantae, Angiosperms
Theropithecus, Animalia, Chordata
Pontoporia, Animalia, Chordata
Ochrosphaera, Plantae, Angiosperms
Hapalogaster, Animalia, Arthropoda
Pelecanoides, Animalia, Chordata
Chelonoidis, Animalia, Chordata
Alpinia, Plantae, Angiosperms
Phasmahyla, Animalia, Chordata
Halcyon, Animalia, Chordata
Henneguya, Animalia, Cnidaria
Hypocrea, Fungi, Ascomycota
Yuriria, Animalia, Chordata
Teleostei, Animalia, Chordata
Phoebastria, Animalia, Chordata
Monacoa, Animalia, Chordata
Bertiera, Plantae, Angiosperms
Boulengerochromis, Animalia, Chordata
Lates, Animalia, Chordata
Abisara, Animalia, Arthropoda
Eupetomena, Animalia, Chordata
Aldabrachelys, Animalia, Chordata
Bombina, Animalia, Chordata
Rhagada, Animalia, Chordata
Sorubim, Animalia, Chordata
Deiratonotus, Animalia, Arthropoda
Gambelia, Animalia, Chordata
Oropsylla, Animalia, Arthropoda
Lepidostoma, Animalia, Arthropoda
Scytalidium, Fungi, Ascomycota
Glyptosternon, Animalia, Chordata
Antheraea, Animalia, Arthropoda
Chlidanthus, Plantae, Angiosperms
Simmondsia, Plantae, Angiosperms
Graomys, Animalia, Chordata
Elaphurus, Animalia, Chordata
Brachypelma, Animalia, Arthropoda
Parazoanthus, Animalia, Cnidaria
Rhynchogale, Animalia, Chordata
Cytisus, Plantae, Angiosperms
Oiketicus, Animalia, Arthropoda
Basiliscus, Animalia, Chordata
Harpadon, Animalia, Chordata
Erimacrus, Animalia, Arthropoda
Xenopus, Animalia, Chordata
Dorcus, Animalia, Arthropoda
Dicranum, Plantae, Bryophyta
Empidonax, Animalia, Chordata
Palame, Animalia, Chordata
Pulsatrix, Animalia, Chordata
Cryptocercus, Animalia, Arthropoda
Calochortus, Plantae, Angiosperms
Daucus, Plantae, Angiosperms
Lagarostrobos, Plantae, Gymnosperms
Antarctomyces, Fungi, Basidiomycota
Nardus, Plantae, Angiosperms
Globobulimina, Animalia, Foraminifera
Peperomia, Plantae, Angiosperms
Pseudozyma, Fungi, Basidiomycota
Rupicapra, Animalia, Chordata
Nitzschia, Protista, Bacillariophyta
Bombyx, Animalia, Arthropoda
Cryptoheros, Animalia, Chordata
Microphis, Animalia, Chordata
Poecilobdella, Animalia, Annelida
Pseudoprospero, Animalia, Arthropoda
Rosellinia, Fungi, Ascomycota
Lepidium, Plantae, Angiosperms
Ophryotrocha, Animalia, Annelida
Psammotettix, Animalia, Arthropoda
Doratura, Plantae, Angiosperms
Ceratitis, Animalia, Arthropoda
Puntius, Animalia, Chordata
Petroica, Animalia, Chordata
Hylopezus, Animalia, Chordata
Ancylometes, Animalia, Arthropoda
Arachniodes, Plantae, Pteridophyta
Glyptotendipes, Animalia, Arthropoda
Pandalus, Animalia, Arthropoda
Phyllobates, Animalia, Chordata
Cupressus, Plantae, Gymnosperms
Andryala, Plantae, Angiosperms
Phaethornis, Animalia, Chordata
Colchicum, Plantae, Angiosperms
Oenanthe, Plantae, Angiosperms
Dawkinsia, Animalia, Chordata
Thuridilla, Animalia, Mollusca
Ovalipes, Animalia, Arthropoda
Chauliognathus, Animalia, Arthropoda
Diervilla, Plantae, Angiosperms
Centaurea, Plantae, Angiosperms
Chlorodesmis, Protista, Chlorophyta
Anuroctonus, Animalia, Arthropoda
Evarcha, Animalia, Arthropoda
Erythrina, Plantae, Angiosperms
Neosilurus, Animalia, Chordata
Hydrocoloeus, Animalia, Chordata
Moschus, Animalia, Chordata
Olisthodiscus, Animalia, Chordata
Lasia, Plantae, Angiosperms
Emerita, Animalia, Arthropoda
Stygiocaris, Animalia, Arthropoda
Ptilinopus, Animalia, Chordata
Cornufer, Animalia, Chordata
Pantherina, Animalia, Chordata
Leontocebus, Animalia, Chordata
Mantophasma, Animalia, Arthropoda
Victoria, Animalia, Chordata
Sciurillus, Animalia, Chordata
Thitarodes, Animalia, Arthropoda
Dendrolycopodium, Plantae, Pteridophyta
Acanthaster, Animalia, Echinodermata
Cophosaurus, Animalia, Chordata
Amia, Animalia, Chordata
Canthidermis, Animalia, Chordata
Phalaropus, Animalia, Chordata
Megaerops, Animalia, Chordata
Streblospio, Animalia, Annelida
Heliotropium, Plantae, Angiosperms
Carassius, Animalia, Chordata
Ctenochaetus, Animalia, Chordata
Halargyreus, Animalia, Chordata
Channichthys, Animalia, Chordata
Macronectes, Animalia, Chordata
Ypthima, Animalia, Arthropoda
Tmesipteris, Plantae, Pteridophyta
Osmoderma, Animalia, Arthropoda
Rhinopithecus, Animalia, Chordata
Aetobatus, Animalia, Chordata
Millepora, Animalia, Cnidaria
Pyronema, Fungi, Ascomycota
Chlaenius, Animalia, Arthropoda
Rhinanthus, Plantae, Angiosperms
Rozella, Fungi, Microsporidia
Patagioenas, Animalia, Chordata
Artiodactyla, Animalia, Chordata
Feresa, Animalia, Chordata
Coeliades, Animalia, Arthropoda
Acroclita, Animalia, Arthropoda
Bassiana, Animalia, Arthropoda
Mesocentrotus, Animalia, Echinodermata
Prionitis, Plantae, Rhodophyta
Pandemis, Animalia, Arthropoda
Malva, Plantae, Angiosperms
Toxicodendron, Plantae, Angiosperms
Ectocarpus, Protista, Phaeophyceae

ChatGPT
Dissostichus, Animalia, Chordata
Lycodon, Animalia, Chordata
Abyssocottus, Animalia, Chordata
Hoplocercus, Animalia, Chordata
Attagenus, Animalia, Arthropoda
Thryonomys, Animalia, Chordata
Heterocentron, Plantae, Angiosperms
Odontodactylus, Animalia, Arthropoda
Protoxerus, Animalia, Chordata
Notochthamalus, Animalia, Arthropoda
Echinozoa, Animalia, Echinodermata
Culex, Animalia, Arthropoda
Gisekia, Plantae, Angiosperms
Heteranthera, Plantae, Angiosperms
Sanguirana, Animalia, Chordata
Homona, Animalia, Arthropoda
Polysticta, Plantae, Fungi
Lampides, Animalia, Arthropoda
Heliamphora, Plantae, Angiosperms
Stylonema, Plantae, Rhodophyta
Protea, Plantae, Angiosperms
Saltator, Animalia, Chordata
Melanocarpus, Fungi, Ascomycota
Oxalis, Plantae, Angiosperms
Roeseliana, Animalia, Arthropoda
Balaena, Animalia, Chordata
Exomala, Animalia, Arthropoda
Enneanectes, Animalia, Chordata
Dennstaedtia, Plantae, Pteridophyta
Chrysiptera, Animalia, Chordata
Canalohypopterygium, Plantae, Angiosperms
Phascogale, Animalia, Chordata
Ascidia, Animalia, Chordata
Myxicola, Animalia, Mollusca
Amphiagrion, Animalia, Arthropoda
Ocythoe, Animalia, Mollusca
Piciformes, Animalia, Chordata
Batophora, Protista, Chlorophyta
Larrea, Plantae, Angiosperms
Vanilla, Plantae, Angiosperms
Selenocosmia, Animalia, Arthropoda
Nematocarcinus, Animalia, Arthropoda
Agrostemma, Plantae, Angiosperms
Sporothrix, Fungi, Ascomycota
Kallima, Animalia, Arthropoda
Karenia, Protista, Dinoflagellata
Neotrygon, Animalia, Chordata
Saussurea, Plantae, Angiosperms
Pipilo, Animalia, Chordata
Nautilus, Animalia, Mollusca
Batrachoseps, Animalia, Chordata
Leontopithecus, Animalia, Chordata
Euryceros, Animalia, Chordata
Minytrema, Animalia, Chordata
Hypomyces, Fungi, Ascomycota
Aphelandra, Plantae, Angiosperms
Nemopanthus, Plantae, Angiosperms
Eubasilissa, Animalia, Arthropoda
Lepisosteus, Animalia, Chordata
Colibri, Animalia, Chordata
Gorsachius, Animalia, Chordata
Dumortiera, Plantae, Marchantiophyta
Odontobuthus, Animalia, Arthropoda
Hybos, Animalia, Arthropoda
Dibamus, Animalia, Chordata
Mimusops, Plantae, Angiosperms
Pristipomoides, Animalia, Chordata
Gagata, Animalia, Chordata
Myxine, Animalia, Chordata
Smerinthus, Animalia, Arthropoda
Abelia, Plantae, Angiosperms
Arctopus, Animalia, Arthropoda
Capsicum, Plantae, Angiosperms
Rhagium, Animalia, Arthropoda
Cerma, Animalia, Arthropoda
Pythium, Protista, Oomycota
Astripomoea, Plantae, Angiosperms
Calypte, Animalia, Chordata
Achimenes, Plantae, Angiosperms
Aralia, Plantae, Angiosperms
Troglophilus, Animalia, Arthropoda
Pseudoneochloris, Animalia, Arthropoda
Platygyra, Animalia, Cnidaria
Tibouchina, Plantae, Angiosperms
Leptogorgia, Animalia, Cnidaria
Agathis, Plantae, Angiosperms
Favia, Animalia, Cnidaria
Hormiphora, Animalia, Cnidaria
Merluccius, Animalia, Chordata
Cota, Plantae, Angiosperms
Nitella, Plantae, Charophyta
Tringa, Animalia, Chordata
Acropoma, Animalia, Chordata
Stylocheilus, Animalia, Mollusca
Carpococcyx, Animalia, Chordata
Thorellius, Animalia, Arthropoda
Galago, Animalia, Chordata
Leptoglossus, Animalia, Chordata
Ludisia, Plantae, Angiosperms
Synergus, Animalia, Arthropoda
Hopia, Animalia, Arthropoda
Coturnicops, Animalia, Chordata
Sipyloidea, Animalia, Arthropoda
Prosopis, Plantae, Angiosperms
Acritoscincus, Animalia, Chordata
Anoplopoma, Animalia, Chordata
Lepidonotus, Animalia, Chordata
Saitoella, Protista, Kinetoplastida
Corvoidea, Animalia, Chordata
Potos, Animalia, Chordata
Sphyraena, Animalia, Chordata
Amietia, Animalia, Chordata
Centrocercus, Animalia, Chordata
Euproserpinus, Animalia, Arthropoda
Aegotheles, Animalia, Chordata
Pinctada, Animalia, Mollusca
Chamaerops, Plantae, Angiosperms
Palaemon, Animalia, Arthropoda
Bulimina, Protista, Foraminifera
Gobionotothen, Animalia, Chordata
Pseudocaranx, Animalia, Chordata
Lophoceros, Animalia, Chordata
Leistes, Animalia, Chordata
Scolecomorphus, Animalia, Chordata
Plectorhinchus, Animalia, Chordata
Tuber, Fungi, Ascomycota
Securidaca, Plantae, Angiosperms
Urogale, Animalia, Chordata
Puya, Plantae, Angiosperms
Osteolaemus, Animalia, Chordata
Ostreococcus, Protista, Mamiellophyceae
Vertebrata, Animalia, Chordata
Riftia, Animalia, Annelida
Cheilodactylus, Animalia, Chordata
Macrosetella, Animalia, Arthropoda
Perithemis, Animalia, Arthropoda
Megadromus, Animalia, Arthropoda
Polycarpa, Animalia, Chordata
Gillichthys, Animalia, Chordata
Hatena, Protista, Dinoflagellata
Gymnodinium, Protista, Dinoflagellata
Alisma, Plantae, Angiosperms
Plectrypops, Animalia, Chordata
Vitis, Plantae, Angiosperms
Lafresnaya, Animalia, Arthropoda
Fulvoscirtes, Animalia, Arthropoda
Pagophila, Animalia, Chordata
Ceratoserolis, Animalia, Chordata
Fratercula, Animalia, Chordata
Halteria, Protista, Ciliophora
Tritia, Animalia, Mollusca
Rhabdopleura, Animalia, Hemichordata
Anoxypristis, Animalia, Chordata
Haplonycteris, Animalia, Chordata
Mitrocoma, Animalia, Arthropoda
Oncopeltus, Animalia, Arthropoda
Euphorbia, Plantae, Angiosperms
Orbilia, Fungi, Ascomycota
Aeluroscalabotes, Animalia, Reptilia
Buccinum, Animalia, Mollusca
Dugesia, Animalia, Platyhelminthes
Veratrum, Plantae, Angiosperms
Tapirus, Animalia, Chordata
Begonia, Plantae, Angiosperms
Klainedoxa, Plantae, Angiosperms
Osornophryne, Animalia, Chordata
Gaillardia, Plantae, Angiosperms
Malpighia, Plantae, Angiosperms
Cylindrotheca, Protista, Heterokontophyta
Pachyramphus, Animalia, Chordata
Chamaedorea, Plantae, Angiosperms
Clathria, Animalia, Porifera
Diapensia, Plantae, Angiosperms
Toxicocalamus, Animalia, Chordata
Micromys, Animalia, Chordata
Corcorax, Animalia, Chordata
Emesis, Animalia, Arthropoda
Jaegeria, Plantae, Angiosperms
Chaetomium, Fungi, Ascomycota
Branchiostoma, Animalia, Chordata
Craspedacusta, Animalia, Cnidaria
Eunectes, Animalia, Chordata
Buthus, Animalia, Arthropoda
Lymantria, Animalia, Arthropoda
Mimosestes, Animalia, Arthropoda
Clytus, Animalia, Arthropoda
Pardachirus, Animalia, Chordata
Amblyopone, Animalia, Arthropoda
Pseudoterranova, Animalia, Nematoda
Circeis, Animalia, Arthropoda
Ulophysema, Animalia, Porifera
Nematostella, Animalia, Cnidaria
Dioclea, Plantae, Angiosperms
Catharacta, Animalia, Chordata
Mecopoda, Animalia, Arthropoda
Agrotis, Animalia, Arthropoda
Sorhoanus, Animalia, Arthropoda
Indotyphlus, Animalia, Chordata
Anthomyia, Animalia, Arthropoda
Romaleon, Animalia, Arthropoda
Pylodictis, Animalia, Chordata
Melianthus, Plantae, Angiosperms
Melanagromyza, Animalia, Arthropoda
Argania, Plantae, Angiosperms
Halichondria, Animalia, Porifera
Prionoxystus, Animalia, Arthropoda
Actinidia, Plantae, Angiosperms
Cordulegaster, Animalia, Arthropoda
Parus, Animalia, Chordata
Humicola, Fungi, Ascomycota
Trimenia, Plantae, Angiosperms
Eurytides, Animalia, Arthropoda
Parargyrops, Animalia, Chordata
Ciliophora, Protista, Ciliophora
Bolomys, Animalia, Chordata
Ceutorhynchus, Animalia, Arthropoda
Dyckia, Plantae, Angiosperms
Cryodraco, Animalia, Chordata
Tubificoides, Animalia, Annelida
Garrodia, Animalia, Chordata
Pisum, Plantae, Angiosperms
Aphanotriccus, Animalia, Chordata
Pseudolarix, Plantae, Pinopsida
Echinococcus, Animalia, Cestoda
Imperata, Plantae, Angiosperms
Aequidens, Animalia, Chordata
Encyocratella, Animalia, Arthropoda
Pneumocystis, Fungi, Ascomycota
Dorvillea, Animalia, Annelida
Cardisoma, Animalia, Arthropoda
Coereba, Animalia, Chordata
Acisoma, Animalia, Arthropoda
Doronicum, Plantae, Angiosperms
Ornithogalum, Plantae, Angiosperms
Parawixia, Animalia, Arthropoda
Brachycybe, Animalia, Arthropoda
Nilaparvata, Animalia, Arthropoda
Loxocemus, Animalia, Chordata
Triakis, Animalia, Chordata
Corynactis, Animalia, Cnidaria
Calliophis, Animalia, Chordata
Eschrichtius, Animalia, Chordata
Papyrocranus, Animalia, Chordata
Habronattus, Animalia, Arthropoda
Xenoacremonium, Fungi, Ascomycota
Pseudoechria, Animalia, Arthropoda
Tectona, Plantae, Angiosperms
Terpsiphone, Animalia, Chordata
Haritalodes, Animalia, Arthropoda
Gymnomystax, Animalia, Chordata
Babiana, Plantae, Angiosperms
Crinum, Plantae, Angiosperms
Plagodis, Animalia, Arthropoda
Tayassu, Animalia, Chordata
Striatophasma, Animalia, Arthropoda
Amblypharyngodon, Animalia, Chordata
Heterohyrax, Animalia, Chordata
Ixerba, Plantae, Angiosperms
Labidochirus, Animalia, Arthropoda
Boswellia, Plantae, Angiosperms
Paralacydonia, Animalia, Arthropoda
Myiagra, Animalia, Chordata
Orthomus, Animalia, Arthropoda
