3053407, Animalia, Arthropoda
5087, Fungi, Ascomycota
1508453, Animalia, Arthropoda
260533, Animalia, Arthropoda
5876, Protista, Apicomplexa
3641, Plantae, Angiosperms
103827, Animalia, Nematoda
49174, Plantae, Angiosperms
126966, Animalia, Chordata
48414, Animalia, Chordata
72148, Protista, Apicomplexa
89055, Animalia, Arthropoda
6436, Animalia, Chordata
5872, Protista, Apicomplexa
370292, Fungi, Basidiomycota
9565, Animalia, Chordata
233289, Animalia, Arthropoda
360549, Animalia, Chordata
669202, Animalia, Cnidaria
5541, Other, Other
114232, Animalia, Nematoda
77054, Protista, Apicomplexa
216211, Animalia, Chordata
353555, Animalia, Arthropoda
210806, Animalia, Chordata
183381, Animalia, Arthropoda
27991, Protista, Apicomplexa
292403, Animalia, Arthropoda
57071, Animalia, Arthropoda
1088304, Animalia, Arthropoda
68886, Protista, Apicomplexa
5875, Protista, Apicomplexa
71381, Animalia, Mollusca
3638, Plantae, Angiosperms
45965, Animalia, Arthropoda
292405, Animalia, Arthropoda
52862, Plantae, Angiosperms
379083, Protista, Apicomplexa
5877, Protista, Apicomplexa
379082, Protista, Apicomplexa
573729, Fungi, Ascomycota
27993, Protista, Apicomplexa
529818, Protista, Ciliophora
78579, Fungi, Ascomycota
13286, Animalia, Annelida
578455, Fungi, Ascomycota
576855, Animalia, Chordata
4601, Plantae, Angiosperms
50410, Animalia, Chordata
4588, Plantae, Angiosperms
507567, Animalia, Arthropoda
13288, Plantae, Angiosperms
150095, Plantae, Angiosperms
196120, Plantae, Angiosperms
10013, Animalia, Chordata
113116, Animalia, Chordata
89108, Animalia, Chordata
89109, Animalia, Chordata
2923, Protista, Haptophyta
247407, Animalia, Chordata
1533001, Animalia, Arthropoda
89110, Animalia, Chordata
50723, Animalia, Chordata
407193, Animalia, Chordata
61805, Animalia, Chordata
377348, Animalia, Chordata
50724, Animalia, Chordata
58087, Animalia, Chordata
89111, Animalia, Chordata
1872008, Animalia, Arthropoda
89112, Animalia, Chordata
35660, Animalia, Chordata
10012, Animalia, Chordata
664466, Animalia, Chordata
50725, Animalia, Chordata
43327, Animalia, Chordata
241536, Animalia, Chordata
58209, Animalia, Chordata
163896, Animalia, Arthropoda
159957, Animalia, Arthropoda
186611, Animalia, Chordata
74200, Animalia, Chordata
190473, Animalia, Chordata
161013, Animalia, Arthropoda
213387, Animalia, Arthropoda
672127, Chromista, Labyrinthulomycetes
106071, Plantae, Angiosperms
253994, Animalia, Arthropoda
145168, Chromista, Labyrinthulomycetes
10169, Animalia, Chordata
8235, Other, Other
8236, Other, Other
32198, Plantae, Angiosperms
13727, Plantae, Pinophyta
76287, Plantae, Angiosperms
154630, Animalia, Mollusca
8240, Other, Other
139222, Plantae, Angiosperms
8241, Other, Other
3317, Plantae, Pinophyta
8238, Other, Other
3316, Plantae, Pinophyta
67428, Plantae, Bryophyta
8237, Other, Other
48169, Other, Other
70285, Animalia, Chordata
9327, Animalia, Chordata
65618, Animalia, Chordata
751871, Plantae, Magnoliophyta
299624, Animalia, Chordata
572530, Animalia, Arthropoda
9275, Animalia, Chordata
191871, Animalia, Chordata
69845, Other, Other
254425, Animalia, Arthropoda
61751, Animalia, Mollusca
9328, Animalia, Chordata
272628, Animalia, Arthropoda
169611, Plantae, Angiosperms
36185, Animalia, Chordata
124759, Animalia, Chordata
49992, Plantae, Magnoliophyta
336685, Animalia, Arthropoda
40009, Plantae, Angiosperms
361077, Fungi, Ascomycota
6832, Animalia, Arthropoda
158387, Animalia, Arthropoda
152754, Plantae, Angiosperms
58977, Plantae, Angiosperms
49575, Plantae, Angiosperms
66669, Plantae, Angiosperms
1037660, Fungi, Basidiomycota
183091, Plantae, Angiosperms
1522119, Plantae, Angiosperms
82423, Plantae, Angiosperms
8527, Animalia, Chordata
49541, Plantae, Angiosperms
79517, Animalia, Arthropoda
61474, Animalia, Arthropoda
190366, Animalia, Arthropoda
61476, Animalia, Arthropoda
61478, Animalia, Arthropoda
629358, Animalia, Arthropoda
190367, Animalia, Arthropoda
170553, Animalia, Arthropoda
399537, Animalia, Chordata
61482, Animalia, Arthropoda
170557, Animalia, Arthropoda
629360, Animalia, Arthropoda
79537, Animalia, Arthropoda
93883, Animalia, Arthropoda
94827, Animalia, Chordata
168087, Plantae, Angiosperms
30468, Animalia, Chordata
27717, Animalia, Chordata
38213, Plantae, Angiosperms
312236, Plantae, Angiosperms
52757, Plantae, Angiosperms
54894, Plantae, Angiosperms
312240, Plantae, Angiosperms
551222, Animalia, Arthropoda
50343, Animalia, Arthropoda
1585538, Other, Other
2684170, Animalia, Arthropoda
309814, Animalia, Arthropoda
57059, Animalia, Arthropoda
203543, Animalia, Arthropoda
2898271, Animalia, Arthropoda
127243, Animalia, Arthropoda
2599738, Animalia, Arthropoda
2203750, Animalia, Arthropoda
1221240, Animalia, Arthropoda
288781, Animalia, Arthropoda
288785, Animalia, Arthropoda
6887, Animalia, Arthropoda
50344, Animalia, Arthropoda
288786, Animalia, Arthropoda
369776, Animalia, Arthropoda
288787, Animalia, Arthropoda
351119, Animalia, Arthropoda
167733, Plantae, Pteridophyta
4097, Plantae, Angiosperms
81911, Animalia, Chordata
302528, Animalia, Chordata
118205, Animalia, Chordata
176936, Animalia, Chordata
325347, Animalia, Chordata
135184, Animalia, Chordata
176935, Animalia, Chordata
6637, Animalia, Mollusca
342380, Animalia, Chordata
176934, Animalia, Chordata
57436, Animalia, Chordata
73110, Animalia, Chordata
73109, Animalia, Chordata
29910, Fungi, Ascomycota
183749, Animalia, Chordata
1163406, Fungi, Ascomycota
164741, Animalia, Arthropoda
27632, Animalia, Chordata
184245, Animalia, Chordata
342865, Animalia, Chordata
9426, Animalia, Chordata
256058, Animalia, Mollusca
443222, Plantae, Angiosperms
281489, Animalia, Porifera
304690, Animalia, Arthropoda
89482, Plantae, Gymnosperms
1076872, Fungi, Ascomycota
4950, Fungi, Ascomycota
227286, Plantae, Bryophyta
490306, Animalia, Chordata
203118, Plantae, Bryophyta
7788, Animalia, Chordata
210638, Plantae, Bryophyta
301330, Plantae, Bryophyta
329116, Plantae, Bryophyta
30481, Animalia, Chordata
33606, Animalia, Chordata
464755, Plantae, Bryophyta
311328, Animalia, Arthropoda
207765, Animalia, Arthropoda
207764, Animalia, Arthropoda
280669, Plantae, Angiosperms
46208, Animalia, Chordata
99876, Animalia, Chordata
6265, Animalia, Nematoda
270537, Animalia, Chordata
223852, Animalia, Arthropoda
55420, Animalia, Chordata
6266, Animalia, Nematoda
300207, Plantae, Angiosperms
507601, Animalia, Apicomplexa
508771, Animalia, Apicomplexa
5811, Animalia, Apicomplexa
99879, Animalia, Chordata
432359, Animalia, Apicomplexa
55419, Animalia, Chordata
59264, Animalia, Nematoda
99880, Animalia, Chordata
115329, Animalia, Arthropoda
269718, Plantae, Angiosperms
227614, Animalia, Mollusca
39971, Animalia, Echinodermata
111948, Animalia, Chordata
43853, Plantae, Angiosperms
99882, Animalia, Chordata
58210, Animalia, Chordata
1563122, Animalia, Chordata
269721, Plantae, Angiosperms
289774, Plantae, Angiosperms
4013, Plantae, Angiosperms
52570, Plantae, Angiosperms
66437, Animalia, Chordata
222416, Animalia, Chordata
30406, Animalia, Chordata
435999, Animalia, Chordata
30407, Animalia, Chordata
28494, Plantae, Angiosperms
148073, Animalia, Chordata
122765, Animalia, Chordata
31137, Animalia, Chordata
45322, Plantae, Angiosperms
69297, Animalia, Chordata
290630, Animalia, Chordata
255331, Plantae, Angiosperms
14027, Plantae, Angiosperms
54180, Animalia, Chordata
164650, Animalia, Chordata
196280, Animalia, Cnidaria
5327, Fungi, Basidiomycota
60840, Animalia, Arthropoda
72359, Protista, Microsporidia
9947, Animalia, Chordata
9849, Animalia, Chordata
66063, Animalia, Chordata
83875, Animalia, Chordata
69389, Plantae, Angiosperms
179371, Animalia, Chordata
126233, Animalia, Arthropoda
864816, Animalia, Chordata
189388, Animalia, Chordata
259368, Fungi, Basidiomycota
172131, Animalia, Chordata
9848, Animalia, Chordata
22666, Plantae, Angiosperms
54181, Animalia, Chordata
230624, Fungi, Basidiomycota
77340, Plantae, Angiosperms
9945, Animalia, Chordata
173339, Animalia, Chordata
59015, Plantae, Angiosperms
217874, Animalia, Chordata
61618, Animalia, Chordata
189389, Animalia, Chordata
164651, Animalia, Chordata
465719, Animalia, Chordata
13731, Plantae, Angiosperms
41653, Plantae, Angiosperms
154538, Fungi, Basidiomycota
29708, Other, Other
318376, Animalia, Chordata
9070, Animalia, Chordata
34903, Animalia, Chordata
31138, Animalia, Chordata
69298, Animalia, Chordata
66440, Animalia, Chordata
161594, Animalia, Chordata
9946, Animalia, Chordata
369247, Animalia, Arthropoda
143894, Animalia, Chordata
127826, Animalia, Chordata
9071, Animalia, Chordata
2048586, Animalia, Chordata
36212, Animalia, Chordata
5325, Fungi, Basidiomycota
47662, Fungi, Basidiomycota
59016, Plantae, Angiosperms
717944, Fungi, Basidiomycota
54137, Animalia, Chordata
40690, Animalia, Chordata
29896, Fungi, Basidiomycota
222809, Animalia, Arthropoda
36196, Animalia, Chordata
5217, Fungi, Basidiomycota
578456, Fungi, Basidiomycota
35730, Animalia, Chordata
63057, Animalia, Chordata
9638, Animalia, Chordata
3480, Animalia, Chordata
1755147, Plantae, Angiosperms
115702, Animalia, Chordata
188754, Other, Other
8765, Animalia, Chordata
1220162, Fungi, Basidiomycota
10228, Animalia, Placozoa
2678873, Animalia, Arthropoda
34198, Plantae, Angiosperms
109335, Animalia, Chordata
642567, Animalia, Chordata
245701, Animalia, Chordata
50544, Plantae, Angiosperms
74502, Plantae, Angiosperms
490622, Fungi, Ascomycota
1186058, Fungi, Basidiomycota
1324795, Animalia, Chordata
188755, Other, Other
40349, Animalia, Nematoda
169204, Plantae, Angiosperms
183093, Plantae, Angiosperms
319347, Plantae, Angiosperms
1628841, Animalia, Chordata
247906, Plantae, Angiosperms
338818, Animalia, Chordata
595395, Animalia, Chordata
263867, Animalia, Chordata
109778, Animalia, Chordata
45882, Animalia, Nematoda
65344, Animalia, Arthropoda
384595, Animalia, Chordata
74508, Plantae, Angiosperms
507598, Animalia, Chordata
7070, Other, Other
194544, Animalia, Arthropoda
80833, Animalia, Mollusca
1667566, Animalia, Arthropoda
82476, Plantae, Angiosperms
7071, Other, Other
176584, Plantae, Angiosperms
179909, Animalia, Chordata
8326, Animalia, Chordata
238528, Animalia, Arthropoda
612234, Animalia, Arthropoda
76175, Animalia, Mollusca
115527, Plantae, Angiosperms
44711, Animalia, Chordata
6319, Animalia, Nematoda
97015, Plantae, Angiosperms
2066952, Animalia, Mollusca
8323, Animalia, Chordata
128432, Animalia, Chordata
82475, Plantae, Angiosperms
2740835, Animalia, Arthropoda
1514140, Animalia, Chordata
2585209, Animalia, Arthropoda
6141, Animalia, Cnidaria
4563, Plantae, Angiosperms
320667, Plantae, Angiosperms
85692, Plantae, Angiosperms
42829, Animalia, Chordata
80831, Animalia, Mollusca
41240, Plantae, Angiosperms
57862, Animalia, Chordata
72491, Animalia, Arthropoda
327809, Animalia, Chordata
179910, Animalia, Chordata
188756, Other, Other
369170, Animalia, Arthropoda
97021, Plantae, Angiosperms
42828, Animalia, Chordata
1778831, Animalia, Arthropoda
559882, Other, Other
50545, Plantae, Angiosperms
179930, Animalia, Chordata
59991, Plantae, Angiosperms
63418, Other, Other
345260, Animalia, Chordata
1240564, Animalia, Chordata
30094, Animalia, Arthropoda
185872, Animalia, Arthropoda
272050, Animalia, Chordata
161739, Animalia, Chordata
179911, Animalia, Chordata
82483, Plantae, Angiosperms
78534, Plantae, Angiosperms
473440, Animalia, Chordata
56690, Protista, Parabasalia
97023, Plantae, Angiosperms
313441, Animalia, Chordata
179912, Animalia, Chordata
8767, Animalia, Chordata
74515, Plantae, Angiosperms
80829, Animalia, Mollusca
171269, Animalia, Chordata
55186, Plantae, Angiosperms
7673, Animalia, Echinodermata
109781, Animalia, Chordata
1838260, Animalia, Mollusca
5544, Fungi, Ascomycota
203191, Animalia, Arthropoda
432397, Animalia, Chordata
109782, Animalia, Chordata
60915, Plantae, Angiosperms
49224, Fungi, Ascomycota
617163, Animalia, Chordata
304327, Plantae, Angiosperms
74517, Plantae, Angiosperms
507599, Animalia, Chordata
60916, Plantae, Angiosperms
30076, Animalia, Arthropoda
42830, Animalia, Chordata
1215338, Other, Other
9777, Animalia, Chordata
116114, Animalia, Chordata
179914, Animalia, Chordata
8325, Animalia, Chordata
376535, Plantae, Angiosperms
3677, Plantae, Angiosperms
97093, Fungi, Ascomycota
935009, Animalia, Chordata
85291, Plantae, Angiosperms
282652, Plantae, Angiosperms
1295018, Animalia, Chordata
1749025, Animalia, Chordata
356346, Animalia, Chordata
5548, Fungi, Ascomycota
74519, Plantae, Angiosperms
1679032, Animalia, Chordata
82489, Plantae, Angiosperms
167735, Plantae, Angiosperms
9778, Animalia, Chordata
252570, Animalia, Mollusca
82490, Plantae, Angiosperms
179915, Animalia, Chordata
183095, Plantae, Angiosperms
1934731, Animalia, Mollusca
140353, Plantae, Angiosperms
303326, Animalia, Chordata
200957, Plantae, Angiosperms
339826, Animalia, Arthropoda
161682, Animalia, Chordata
179916, Animalia, Chordata
108050, Plantae, Angiosperms
4568, Plantae, Angiosperms
70415, Animalia, Nematoda
80722, Animalia, Chordata
40145, Fungi, Basidiomycota
109784, Animalia, Chordata
80832, Animalia, Mollusca
47087, Plantae, Angiosperms
148068, Animalia, Chordata
171270, Animalia, Chordata
7111, Animalia, Arthropoda
264447, Animalia, Chordata
496413, Animalia, Chordata
8975, Animalia, Chordata
261960, Animalia, Chordata
858221, Fungi, Ascomycota
42827, Animalia, Chordata
37254, Animalia, Arthropoda
188295, Plantae, Angiosperms
197218, Animalia, Chordata
179918, Animalia, Chordata
313238, Animalia, Chordata
113150, Animalia, Arthropoda
5221, Fungi, Basidiomycota
7493, Animalia, Arthropoda
321407, Animalia, Arthropoda
74787, Plantae, Angiosperms
102792, Animalia, Chordata
3548, Plantae, Magnoliophyta
101163, Animalia, Chordata
57577, Plantae, Angiosperms
6337, Animalia, Nematoda
72493, Animalia, Arthropoda
82494, Plantae, Angiosperms
91910, Animalia, Chordata
992332, Animalia, Chordata
111096, Animalia, Chordata
559305, Other, Other
179920, Animalia, Chordata
157069, Animalia, Platyhelminthes
362611, Animalia, Arthropoda
1564187, Animalia, Chordata
3899, Plantae, Angiosperms
97036, Plantae, Angiosperms
1934738, Animalia, Mollusca
5551, Other, Other
65978, Animalia, Chordata
1313334, Animalia, Arthropoda
139772, Plantae, Angiosperms
30494, Animalia, Chordata
69891, Other, Other
30493, Animalia, Chordata
43323, Animalia, Chordata
507600, Animalia, Chordata
34386, Other, Other
263868, Animalia, Chordata
279954, Animalia, Chordata
74529, Plantae, Angiosperms
1491020, Fungi, Ascomycota
97041, Plantae, Angiosperms
6334, Animalia, Nematoda
80830, Animalia, Mollusca
97043, Plantae, Angiosperms
422203, Animalia, Chordata
39682, Animalia, Chordata
3900, Plantae, Angiosperms
1521447, Plantae, Angiosperms
58979, Plantae, Angiosperms
341125, Animalia, Chordata
647933, Other, Other
78852, Plantae, Angiosperms
96903, Animalia, Chordata
4567, Plantae, Angiosperms
210369, Plantae, Angiosperms
109787, Animalia, Chordata
4570, Plantae, Angiosperms
74531, Plantae, Angiosperms
101491, Animalia, Chordata
34387, Other, Other
152555, Animalia, Chordata
36087, Animalia, Nematoda
82502, Plantae, Angiosperms
301336, Plantae, Bryophyta
4571, Plantae, Angiosperms
4572, Plantae, Angiosperms
82504, Plantae, Angiosperms
121826, Animalia, Arthropoda
412133, Protista, Parabasalia
5722, Protista, Parabasalia
63417, Other, Other
263415, Animalia, Arthropoda
663202, Other, Other
40352, Animalia, Nematoda
34388, Other, Other
88556, Animalia, Arthropoda
34364, Other, Other
64093, Plantae, Angiosperms
60430, Plantae, Angiosperms
9337, Animalia, Chordata
245703, Animalia, Chordata
179922, Animalia, Chordata
458696, Plantae, Angiosperms
200959, Plantae, Angiosperms
200960, Plantae, Angiosperms
109336, Animalia, Chordata
58211, Animalia, Chordata
866443, Animalia, Chordata
363731, Animalia, Arthropoda
4407, Other, Other
100989, Animalia, Chordata
59413, Animalia, Chordata
59412, Animalia, Chordata
59414, Animalia, Chordata
59415, Animalia, Chordata
270114, Plantae, Magnoliophyta
51980, Animalia, Chordata
363735, Animalia, Arthropoda
44142, Animalia, Chordata
4020, Plantae, Angiosperms
190669, Animalia, Chordata
56311, Animalia, Chordata
56116, Animalia, Chordata
8150, Animalia, Chordata
59416, Animalia, Chordata
552514, Animalia, Arthropoda
57437, Animalia, Chordata
59417, Animalia, Chordata
103705, Animalia, Chordata
36278, Animalia, Chordata
59419, Animalia, Chordata
59418, Animalia, Chordata
8770, Animalia, Chordata
185431, Protista, Kinetoplastida
679716, Protista, Kinetoplastida
5702, Protista, Kinetoplastida
31285, Protista, Kinetoplastida
5710, Other, Other
31286, Protista, Kinetoplastida
353153, Protista, Kinetoplastida
1068625, Protista, Kinetoplastida
5692, Protista, Kinetoplastida
5693, Protista, Kinetoplastida
273928, Animalia, Arthropoda
5694, Protista, Kinetoplastida
5697, Protista, Kinetoplastida
337883, Other, Other
37713, Animalia, Arthropoda
5695, Protista, Kinetoplastida
305554, Animalia, Arthropoda
5698, Protista, Kinetoplastida
443765, Animalia, Chordata
5699, Protista, Kinetoplastida
1055687, Protista, Kinetoplastida
329627, Animalia, Chordata
66173, Plantae, Pinophyta
3359, Plantae, Pinophyta
188241, Animalia, Annelida
42251, Animalia, Arthropoda
46700, Animalia, Cnidaria
64384, Animalia, Arthropoda
39416, Animalia, Arthropoda
656061, Animalia, Arthropoda
96551, Animalia, Arthropoda
6386, Animalia, Annelida
36049, Animalia, Arthropoda
13306, Plantae, Angiosperms
110455, Plantae, Angiosperms
160070, Fungi, Ascomycota
37347, Animalia, Chordata
246437, Animalia, Chordata
9395, Animalia, Chordata
143289, Animalia, Chordata
320359, Animalia, Chordata
70687, Animalia, Chordata
8532, Animalia, Chordata
79784, Animalia, Chordata
63673, Animalia, Mollusca
439605, Animalia, Mollusca
63678, Plantae, Angiosperms
203558, Animalia, Chordata
94828, Animalia, Chordata
200373, Animalia, Chordata
